Computer Name	IP Address	MAC Address			
LAB-ST2650-06	10.194.240.94	F4 8E 38 D5 C7 93	ST 2650		
LAB-ST2670-01	10.194.240.124	F4 8E 38 D5 DE 58	ST 2670		
LAB-ST2670-02	10.194.240.98	F4 8E 38 D5 DE 8D	ST 2670		
LAB-ST2670-03	10.194.240.130	F4 8E 38 D5 DE 7D	ST 2670		
LAB-ST2670-04	10.194.240.125	F4 8E 38 D5 C7 62	ST 2670		
LAB-ST2670-05	10.194.240.122	F4 8E 38 D5 DE 45	ST 2670		
LAB-ST2670-06	10.194.240.121	F4 8E 38 D5 DE 11	ST 2670		
LAB-ST2670-07	10.194.240.192	F7 8E 38 D5 DE 50	ST 2670		
LAB-ST2670-08	10.194.240.103	F4 8E 38 D5 DE 43	ST 2670		
LAB-ST2670-09	10.194.240.101	F4 8E 38 D5 D7 BB	ST 2670		
LAB-ST2670-10	10.194.240.102	F4 8E 38 D5 DE A4	ST 2670		
LAB-ST2670-11	10.194.240.11	F4 8E 38 D5 D7 99	ST 2670		
LAB-ST2670-12	10.194.240.23	F4 8E 38 D5 DE 0A	ST 2670		
LAB-ST2670-13	10.194.240.119	F4 8E 38 D5 DE 8A	ST 2670		
LAB-ST2670-14	10.194.240.123	F4 8E 38 D5 DE 55	ST 2670		
LAB-ST2670-15	10.194.240.116	F4 8E 38 D5 C8 84	ST 2670		
LAB-ST2680-01	10.194.4.126	F4 8E 38 D5 C8 5F	ST 2680		
LAB-ST2680-02	10.194.4.180	F4 8E 38 D5 DE 89	ST 2680		
LAB-ST2680-03	129.15.36.9	F4 8E 38 D5 DE 5C	ST 2680		
LAB-ST2680-04	10.194.110.159	F4 8E 38 D5 D7 9F	ST 2680		
LAB-ST2680-05	10.194.109.210	F4 8E 38 DA BB 08	ST 2680		
LAB-ST2680-06	10.194.109.205	F4 8E 38 D5 DD 02	ST 2680		
LAB-ST2690-01	10.200.20.70	F4 8E 38 D5 DE 6D	ST 2690		
LAB-ST3675-01	10.194.240.234	A0-A8-CD-A3-24-FA	ST 3675		
LAB-ST3675-02	10.194.240.144	C8-1F-66-B1-CD-5E	ST 3675		
LAB-ST3675-03	10.194.240.118	F4 8E 38 D5 DE 40	ST 3675		
LAB-ST3685-01	10.194.240.196	74-E6-E2-D8-88-15	ST 3685		
LAB-ST3685-02	10.194.240.142	74-E6-E2-D8-B6-97	ST 3685		
LAB-ST3685-03	10.194.240.243	74-E6-E2-D8-77-3A	ST 3685		
LAB-ST3685-04	10.194.240.107	74-E6-E2-D8-87-F4	ST 3685		
LAB-ST3685-05	10.194.240.105	74-E6-E2-D8-87-DC	ST 3685		
LAB-TRAD-01	10.193.199.13	F8-B1-56-C9-D8-0C	Traditions East		
LAB-TRAD-02	10.193.199.12	F8-B1-56-C9-DC-AF	Traditions East		
LAB-TRAD-03	10.193.199.16	F8-B1-56-CA-13-C9	Traditions East		
LAB-TRADW-01		14-B3-1F-04-A8-E2	Traditions West		
LAB-TRADW-02		14-B3-1F-04-A9-82	Traditions West		
LAB-TRADW-03		14-B3-1F-04-A6-50	Traditions West		
LAB-WAG207-01	X	F4-8E-38-D6-18-A0	Wag 207		
LAB-WAG207-02	X	F4-8E-38-D6-18-80	Wag 207		
LAB-WAG207-03	X	F4-8E-38-D6-19-94	Wag 207		
LAB-WAG207-04	X	F4-8E-38-D6-18-AC	Wag 207		
LAB-WAG207-05	X	F4-8E-38-D6-19-6D	Wag 207		
LAB-WAG207-06	X	F4-8E-38-D6-FD-1B	Wag 207		
LAB-WAG207-07	X	F4-8E-38-D6-19-37	Wag 207		
LAB-WAG207-08	X	F4-8E-38-D6-18-65	Wag 207		
LAB-WAG207-09	X	F4-8E-38-D6-FD-0C	Wag 207		
LAB-WAG207-10	X	F4-8E-38-D6-18-C3	Wag 207		
LAB-WAG207-11	X	F4-8E-38-D6-FC-B1	Wag 207		
LAB-WAG207-12	X	F4-8E-38-D6-FD-1A	Wag 207		
LAB-WAG207-13	X	F4-8E-38-D6-19-46	Wag 207		
LAB-WAG207-14	X	F4-8E-38-D6-19-1A	Wag 207		
LAB-WAG207-15	X	F4-8E-38-D6-19-40	Wag 207		
LAB-WAG207-16	X	F4-8E-38-D6-19-3C	Wag 207		
LAB-WAG207-17	X	F4-8E-38-D6-19-54	Wag 207		
LAB-WAG207-18	X	F4-8E-38-D6-19-4E	Wag 207		
LAB-WAG207-19	X	F4-8E-38-D6-18-90	Wag 207		
LAB-WAG207-20	X	F4-8E-38-D6-FC-95	Wag 207		
LAB-WAG207-21	X	F4-8E-38-D6-19-51	Wag 207		
LAB-WAG-135	X	14-18-77-C5-CC-01	Wag Laptops		
LAB-WAG-140	X	14-18-77-C5-CB-AE	Wag Laptops		
LAB-WAG-145	X	14-18-77-C5-CC-DD	Wag Laptops		
LAB-WAG-235	X	14-18-77-C5-CB-E2	Wag Laptops		
LAB-WAG-240	X	14-18-77-C5-CE-45	Wag Laptops		
LAB-WAG-250	X	14-18-77-C5-CC-E9	Wag Laptops		
