Computer Name,IPv4,MAC Address,Collage,Lab
LAB-SEC1034-08,10.194.232.170,18-66-DA-1F-36-E7,CEE,SEC 1034
LAB-SEC1034-09,10.194.232.218,18-66-DA-23-A4-F8,CEE,SEC 1034
LAB-SEC1034-10,10.194.232.216,18-66-DA-23-9F-18,CEE,SEC 1034
LAB-SEC1034-11,10.194.232.215,18-66-DA-23-A4-95,CEE,SEC 1034
LAB-SEC1034-12,10.194.232.213,18-66-DA-23-A7-AB,CEE,SEC 1034
LAB-SEC1034-13,10.194.232.211,18-66-DA-23-A8-7D,CEE,SEC 1034
LAB-SEC1034-14,10.194.232.209,18-66-DA-23-AC-73,CEE,SEC 1034
LAB-SEC1034-15,10.194.232.208,18-66-DA-23-9F-19,CEE,SEC 1034
LAB-SEC1034-16,10.194.232.207,18-66-DA-23-B1-29,CEE,SEC 1034
LAB-SEC1034-17,10.194.232.201,18-66-DA-23-A5-9A,CEE,SEC 1034
LAB-SEC1034-18,10.194.232.200,18-66-DA-23-B0-89,CEE,SEC 1034
LAB-SEC1034-SA,10.194.232.195,18-66-DA-1F-55-98,CEE,SEC 1034
LAB-SECM206-01,129.15.115.100,64-00-6A-58-99-6E  ,CBME,SEC M206
LAB-SECM206-02,10.194.232.159,64-00-6A-58-94-CF  ,CBME,SEC M206
LAB-SECM206-03,129.15.117.223,64-00-6A-58-94-12  ,CBME,SEC M206
LAB-SECM206-04,10.194.233.103,64-00-6A-58-99-65  ,CBME,SEC M206
LAB-SECM206-05,10.194.233.93,64-00-6A-58-9A-C7  ,CBME,SEC M206
LAB-SECM206-06,10.194.233.104,64-00-6A-58-9A-80  ,CBME,SEC M206
LAB-SECM206-07,10.194.233.102,64-00-6A-58-9B-4F  ,CBME,SEC M206
LAB-SECM206-08,129.15.117.226,64-00-6A-58-9A-8D  ,CBME,SEC M206
LAB-SECM206-09,129.15.117.231,64-00-6A-58-95-70  ,CBME,SEC M206
LAB-SECM206-10,129.15.117.235,64-00-6A-58-99-4A  ,CBME,SEC M206
LAB-SECM206-11,129.15.118.129,64-00-6A-58-98-FA  ,CBME,SEC M206
LAB-SECM206-12,129.15.117.234,64-00-6A-58-9A-AB  ,CBME,SEC M206
LAB-SECM206-13,129.15.117.237,64-00-6A-58-95-24  ,CBME,SEC M206
LAB-SECM206-14,10.194.233.107,64-00-6A-58-94-8A  ,CBME,SEC M206
LAB-SECT330-01,10.194.233.117,64-00-6A-58-9A-55  ,CBME,SEC T330
LAB-SECT330-02,10.194.233.121,64-00-6A-58-94-BF  ,CBME,SEC T330
LAB-SECT330-03,10.194.233.118,64-00-6A-58-99-47  ,CBME,SEC T330
LAB-SECT330-04,10.194.233.111,64-00-6A-58-9A-69  ,CBME,SEC T330
LAB-SECT330-05,10.194.233.81,64-00-6A-58-96-54  ,CBME,SEC T330
LAB-SECT330-06,10.194.233.120,64-00-6A-58-96-BC  ,CBME,SEC T330
LAB-SECT330-07,10.194.232.149,50-9A-4C-4F-1C-BE  ,CBME,SEC T330
LAB-SECT330-08,10.194.232.233,34-17-EB-C3-60-6B,CBME,SEC T330
LAB-SECT330-09,10.194.232.154,50-9A-4C-4F-3F-D4  ,CBME,SEC T330
LAB-SECT330-10,10.194.232.153,50-9A-4C-4F-20-34  ,CBME,SEC T330
LAB-SECT330-11,10.194.232.150,50-9A-4C-4F-44-EF  ,CBME,SEC T330
LAB-SECT330-12,10.194.232.151,50-9A-4C-4F-44-72  ,CBME,SEC T330
LAB-SECT330-13,10.194.233.110,64-00-6A-58-9A-04  ,CBME,SEC T330
LAB-SECT330-14,10.194.232.155,50-9A-4C-4F-44-83  ,CBME,SEC T330
LAB-ST2639-01,10.194.4.184,F4-8E-38-D5-BD-5E  ,Athletics,ST 2639
LAB-ST2639-02,10.194.4.183,F4-8E-38-D5-BD-B6  ,Athletics,ST 2639
LAB-ST2639-03,10.194.5.195,F4-8E-38-D5-BC-CE  ,Athletics,ST 2639
LAB-ST2639-04,10.194.4.44,F4-8E-38-D5-D7-4A  ,Athletics,ST 2639
LAB-ST2639-05,10.194.111.69,F4-8E-38-D5-D7-B6  ,Athletics,ST 2639
LAB-ST2639-06,10.194.111.68,F4-8E-38-D5-DE-81  ,Athletics,ST 2639
LAB-ST2640-01,10.194.240.131,F4-8E-38-D5-BC-66  ,Athletics,ST 2640
LAB-ST2640-02,10.194.240.99,F4-8E-38-D5-BD-7D  ,Athletics,ST 2640
LAB-ST2640-03,10.194.240.100,F4-8E-38-D5-DE-6F  ,Athletics,ST 2640
LAB-ST2640-04,10.194.240.97,F4-8E-38-D5-DE-2E,Athletics,ST 2640
LAB-ST2645-01,10.194.240.126,F4-8E-38-D5-DE-73  ,Athletics,ST 2645
LAB-ST2645-02,10.194.240.127,F4-8E-38-D5-C8-99  ,Athletics,ST 2645
LAB-ST2645-03,10.194.240.33,F4-8E-38-D1-53-FE  ,Athletics,ST 2645
LAB-ST2645-04,10.194.240.88,F4-8E-38-D5-DE-90  ,Athletics,ST 2645
LAB-ST2645-05,10.194.240.129,F4-8E-38-D5-DD-E6  ,Athletics,ST 2645
LAB-ST2645-06,10.194.240.120,F4-8E-38-D5-DE-3F  ,Athletics,ST 2645
LAB-ST2650-01,10.194.240.96,F4-8E-38-D5-C7-DD  ,Athletics,ST 2650
LAB-ST2650-02,10.194.240.90,F4-8E-38-D5-DE-10  ,Athletics,ST 2650
LAB-ST2650-03,10.194.240.92,F4-8E-38-D5-C8-CC  ,Athletics,ST 2650
LAB-ST2650-04,10.194.240.91,F4-8E-38-D5-DE-42  ,Athletics,ST 2650
LAB-ST2650-05,10.194.240.95,F4-8E-38-D5-DE-5F  ,Athletics,ST 2650
LAB-ST2650-06,10.194.240.42,F4-8E-38-D5-C7-93  ,Athletics,ST 2650
LAB-ST2670-01,10.194.240.124,F4-8E-38-D5-DE-58  ,Athletics,ST 2670
LAB-ST2670-02,10.194.240.98,F4-8E-38-D5-DE-8D  ,Athletics,ST 2670
LAB-ST2670-03,10.194.240.130,F4-8E-38-D5-DE-7D  ,Athletics,ST 2670
LAB-ST2670-04,129.15.50.227,F4-8E-38-D5-C7-62  ,Athletics,ST 2670
LAB-ST2670-05,10.194.240.122,F4-8E-38-D5-DE-45  ,Athletics,ST 2670
LAB-ST2670-06,10.194.240.121,F4-8E-38-D5-DE-11  ,Athletics,ST 2670
LAB-ST2670-07,10.194.240.104,F4-8E-38-D5-DE-50  ,Athletics,ST 2670
LAB-ST2670-08,10.194.240.103,F4-8E-38-D5-DE-43  ,Athletics,ST 2670
LAB-ST2670-09,10.194.240.101,F4-8E-38-D5-D7-BB  ,Athletics,ST 2670
LAB-ST2670-10,10.194.240.102,F4-8E-38-D5-DE-A4  ,Athletics,ST 2670
LAB-ST2670-11,10.194.240.117,F4-8E-38-D5-D7-99  ,Athletics,ST 2670
LAB-ST2670-12,10.194.240.109,F4-8E-38-D5-DE-0A  ,Athletics,ST 2670
LAB-ST2670-13,10.194.240.113,F4-8E-38-D5-DE-8A  ,Athletics,ST 2670
LAB-ST2670-14,10.194.240.89,F4-8E-38-D5-DE-55  ,Athletics,ST 2670
LAB-ST2670-15,10.194.240.106,F4-8E-38-D5-C8-84  ,Athletics,ST 2670
LAB-ST2680-01,10.194.109.21,F4-8E-38-D5-C8-5F  ,Athletics,ST 2680
LAB-ST2680-02,10.194.109.58,F4-8E-38-D5-DE-89  ,Athletics,ST 2680
LAB-ST2680-03,10.194.4.182,F4-8E-38-D5-DE-5C  ,Athletics,ST 2680
LAB-ST2680-04,10.194.110.159,F4-8E-38-D5-D7-9F  ,Athletics,ST 2680
LAB-ST2680-05,10.194.240.35,F4-8E-38-DA-BB-08  ,Athletics,ST 2680
LAB-ST2680-06,10.194.109.205,F4-8E-38-D5-DD-02  ,Athletics,ST 2680
LAB-ST2690-01,10.200.20.70,F4-8E-38-D5-DE-6D  ,Athletics,ST 2690
LAB-ST3675-01,10.194.240.110,F4-8E-38-D5-DE-93  ,Athletics,ST 3675
LAB-ST3675-02,10.194.240.123,F4-8E-38-D5-DE-18  ,Athletics,ST 3675
LAB-ST3675-03,10.194.240.118,F4-8E-38-D5-DE-40,Athletics,ST 3675
LAB-ST3685-01,10.194.240.196,74-E6-E2-D8-88-15  ,Athletics,ST 3685
LAB-ST3685-02,10.194.240.142,74-E6-E2-D8-B6-97  ,Athletics,ST 3685
LAB-ST3685-03,10.194.240.49,74-E6-E2-D8-77-3A  ,Athletics,ST 3685
LAB-ST3685-04,10.194.240.107,74-E6-E2-D8-87-F4  ,Athletics,ST 3685
LAB-ST3685-05,10.194.240.32,74-E6-E2-D8-87-DC  ,Athletics,ST 3685
LAB-TRAD-01,10.193.199.13,F8-B1-56-C9-D8-0C,General,Traditions East
LAB-TRAD-02,10.193.199.9,F4-8C-50-F8-65-6F  ,General,Traditions East
LAB-TRAD-03,10.193.199.15,14-B3-1F-04-A9-55  ,General,Traditions East
LAB-TRADW-01,10.193.199.58,14-B3-1F-04-A8-E2  ,General,Traditions West
LAB-TRADW-02,Computer in Error State,14-B3-1F-04-A9-82,General,Traditions West
LAB-TRADW-03,Computer in Error State,14-B3-1F-04-A6-50,General,Traditions West
